"schema";"uuid";"id";"type";"isHarvested";"title";"abstract"
"iso19115-3.2018";"8d49bf30-f070-4b39-8092-f7b58a18b3e6";"163";"METADATA";"n";"Capa de Poblacion de Hombres";"Censo poblacional del sexo masculino en los distintos municipios de Nicaragua"
